Полное наименование,ОКПО,ИНН,ОГРН
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМА СТАТУС,,3528043713,1033500317762
Общество с ограниченной ответственностью ИКАР-ВОЛГА,,6345007015,1046301730793
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОМЫШЛЕННО-ТОРГОВЫЙ СИНДИКАТ ЦИРКОН,,6432011032,1046403203395
Общество с ограниченной ответственностью ПРОМЫШЛЕННО-КОММЕРЧЕСКОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФОНД,,6325010450,1056325030805
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИРМЫ ДВМ ГМБХ,,6325006158,1056325042696
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАРГО,,5016005780,1125038006818
Товарищество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОЙТЬЮ ТООСТ,,3904008672,1063905087388
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО РИКС С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,5907011099,1055903908070
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПЕТРОЗАВОДСКАЯ ТОВАРНАЯ БИРЖА,,1001006078,1121001011152
Товарищество с ограниченной ответственностью АКЦИОНЕРНОЕ ОБЩЕСТВО АКАПИ В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,5501030478,1045501033830
Общество с ограниченной ответственностью КОММЕРЧЕСКИЙ МОТОМ-БАНК ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ( МОТОМ-БАНК ),,0323039157,1040303251999
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЯНТАРЬ 30 А/О ЯНТАРЬ,,0276035473,1040204227953
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ (АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА) СТРОЙКОМИНДУСТРИЯ С ЧАСТНОЙ ФОРМОЙ СОБСТВЕННОСТИ,,3722000598,1043700701000
Профсоюзная организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРИФ РОСТОВСКОГО РЕГИОНАЛЬНОГО ОТДЕЛЕНИЯ НЕЗАВИСИМОГО ПРОФЕССИОНАЛЬНОГО СОЮЗА ВОЕННОСЛУЖАЩИХ РОССИЙСКОЙ ФЕДЕРАЦИИ,,6165180660,1056100001495
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЕРГАМО,,7801186180,1147847253377
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНДИГО,,5404134866,1045401489660
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮГРАНЕФТЬ НЕФТЕГАЗСТРОЙПРОФСОЮЗА РОССИЙСКОЙ ФЕДЕРАЦИИ,,8608150935,1038605501450
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УРАЛЬСКОЙ ТОРГОВО-ПРОМЫШЛЕННОЙ ПАЛАТЫ ФИРМА ЭКСПЕРТИЗА,,6659031530,1056603175089
Товарищество с ограниченной ответственностью МАЛОЕ ПРЕДПРИЯТИЕ КАСКАД ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,3715000276,1043700700911
Общество с ограниченной ответственностью АРЕАЛ-С,,3448014611,1043400521163
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЕ КОМБ,,5404157260,1045401490078
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРИОРИТЕТ - ИНВА ОО СКО ВОИ,,2634047860,1042600876405
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕДИ,,7816165708,1147847262485
Общество с ограниченной ответственностью ОБЩЕСТВО КОРМИЛЕЦ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,7128009916,1037102091432
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАБАЙКАЛЛЕС-ИНТЕРБИЗНЕС,,0323095017,1040302964800
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОМСТРОЙМОНТАЖ ПЕНЗЕНСКОЙ ОБЛАСТНОЙ ОРГАНИЗАЦИИ ПРОФСОЮЗОВ РАБОТНИКОВ СТРОИТЕЛЬСТВА И ПРОМЫШЛЕННОСТИ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ РФ,,5834024745,1035800000940
Товарищество с ограниченной ответственностью ТОВАРИЩСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ (АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА) СИБИРЬ,,7508001423,1037533000636
АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА (С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ) ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ БЫТ-СЕРВИС П.АТАМАНОВКА,,7524002262,1037528003259
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВЫЙ ДОМ БНЗС ОАО БАШНЕФТЕЗАВОДСТРОЙ,,0277032919,1040204442013
Общество с ограниченной ответственностью ТОРГОВО-ПРОМЫШЛЕННОЕ ОБЩЕСТВО ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,3525008830,1143525007218
Товарищество с ограниченной ответственностью МАЛОЕ ПРЕДПРИЯТИЕ САНИТА В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ (АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА),,2726001135,1042700029173
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФИНН ДОРС,,7816125310,1147847262661
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛАЙМА,,7816132702,1147847262430
Непубличное акционерное общество ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО РАМИР-С,,7722108951,1147746876353
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛЬТА,,7816180992,1147847262287
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРЕДО,,5017036678,1145017006870
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГИР,,7816179210,1147847262419
Общество с ограниченной ответственностью ЗАГОТОВИТЕЛЬНО-КОММЕРЧЕСКИЙ ЦЕНТР НИВА (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ) КАРЫМСКОГО РАЙПОТРЕБСОЮЗА.,,7508000187,1037533000163
Акционерное общество закрытого типа АКЦИОНЕРНОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАКРЫТОГО ТИПА КИТ,,2712004224,1032700181634
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАРЯ,,6832010594,1026800001667
Акционерное общество закрытого типа АРТЕЛЬ СТАРАТЕЛЕЙ ВУОСНА-ЛТД,,1018000638,1031000750615
Общественная организация /объединение/ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ХОЗТОРГ,,5192131395,1035100159401
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВОРКУТИНСКОГО ОТДЕЛЕНИЯ РОССИЙСКОГО ФОНДА ИНВАЛИДОВ ВОЙНЫ В АФГАНЕСТАНЕ МУРГАБ,,1103018989,1031100677024
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ФИРМА РЕСУРС,,1102018739,1031100611519
"Профсоюзная организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СМУ-13 ТЕРРИТОРИАЛЬНОЙ КОМИ РЕСПУБЛИКАНСКОЙ ОРГАНИЗАЦИИ ПРОФСОЮЗА РАБОТНИКОВ НЕФТЯНОЙ, ГАЗОВОЙ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ И СТРОИТЕЛЬСТВА (НЕФТЕГАЗСТРОЙПРОФСОЮЗ) РФ",,1102027356,1031180000059
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПО СОВМЕСТНОЙ ПРОИЗВОДСТВЕННО-ТОРГОВОЙ ДЕЯТЕЛЬНОСТИ СТРОИТЕЛЬ-2,,2450000893,1032401191888
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МВФ,,5307006516,1035301781503
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СКОФ,,2463008201,1032402205769
Профсоюзная организация ЗЛАТОУСТОВСКАЯ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ РАБОТНИКОВ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦАВТОКОЛОННА ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ОБЩЕРОССИЙСКИЙ ПРОФСОЮЗ РАБОЧИХ МЕСТНОЙ ПРОМЫШЛЕННОСТИ И КОММУНАЛЬНО-БЫТОВЫХ ПРЕДПРИЯТИЙ (ПРОФСОЮЗ ЖИЗНЕОБЕСПЕЧЕНИЯ),,7404036774,1037400004510
Общество с ограниченной ответственностью ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕ-ТРЭКС,,2447000565,1032401110345
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОРОЖНО-СТРОИТЕЛЬНОЙ ПЕРЕДВИЖНОЙ МЕХАНИЗИРОВАННОЙ КОЛОННЫ БУДЕННОВСКАЯ БУДЕННОВСКОГО РАЙОНА,,2624029082,1032602103830
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТЕПЬ,,2450012835,1032401191239
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ НОВГОРОД- ЭВАС,,5321061734,1035300277143
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАВОД ЖЕЛЕЗОБЕТОН ЛИПЕЦКОЙ ОБЛАСТНОЙ ОРГАНИЗАЦИИ ПРОФСОЮЗА РАБОТНИКОВ СТРОИТЕЛЬСТВА И ПРОМСТРОЙМАТЕРИАЛОВ,,4823022092,1034800003072
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОПАЗ,,,1044400003427
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОФИЦЕРЫ ЗАПАСА ТОЗ,,5505013385,1035509010272
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОНАТ,,7801175252,1147847257580
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОДЕРН,,7811111850,1129847028497
"Прочие юридические лица, являющиеся коммерческими организациями ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСПОРТНАЯ КОМПАНИЯ ТРАНСКОНТИНЕНТ",,2311023131,1142311017595
Общество взаимного страхования Общество с ограниченной ответственностью МАШСТРОЙ,,0275031980,1140280071876
Общество с ограниченной ответственностью ГАНЗЕРА С,,7708179823,5077746038904
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПО ВНЕДРЕНИЮ НОВЫХ ВИДОВ ТЕХНИКИ И ЗАЩИТЕ ПРОМЫШЛЕННОЙ СОБСТВЕННОСТИ,,7712080390,1077746738970
Общество с ограниченной ответственностью ВИА ВИТА С.П.,,7705372120,1077761239775
Общество с ограниченной ответственностью СТРОИТЕЛЬНО-КОММЕРЧЕСКАЯ ФИРМА В ФОРМЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВЕС,,3234022291,1083254003777
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОК,,4205010737,1094205008578
Профсоюзная организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САЛОН-АТЕЛЬЕ СКАЗКА Г.НОВОКУЗНЕЦКА ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА РАБОЧИХ МЕСТНОЙ ПРОМЫШЛЕННОСТИ И КОММУНАЛЬНО-БЫТОВЫХ ПРЕДПРИЯТИЙ,,4217101756,1084200001412
Общество с ограниченной ответственностью СОВМЕСТНОЕ РОССИЙСКО-ЛИБЕРИЙСКОЕ ПРЕДПРИЯТИЕ В ФОРМЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РОССКАМОЛ,,3627011871,1083627001160
Общество с ограниченной ответственностью ГЕ-ГА И С,,7723162609,1077746665611
Товарищество с ограниченной ответственностью ЧАСТНАЯ МНОГОПРОФИЛЬНАЯ ФИРМА СТЕЛЛА В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ (АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА),,3804014390,1093804001059
Общество с ограниченной ответственностью КИТАЙСКАЯ ТОГРГОВО-ЭКОНОМИЧЕСКАЯ КОМПАНИЯ В ФОРМЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ - СУНГАРИ,,7900001440,1117901003978
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЬХОЗПРЕДПРИЯТИЕ НЕФТЕХИМИК,,7223008567,1037200152945
Общество с ограниченной ответственностью АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА КРИО-ПРОМСНАБ,,4629017461,1144632005660
Общество с ограниченной ответственностью СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЕЛСАХ,,6501027117,1146501003813
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ М.Т.К.С.,,6664040026,1146679011654
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАЙРАМОВ,,2320044642,1142366008498
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРНАДО,,5020005045,1145020001280
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ООО ЕРКО,,5038024514,1145038006860
Общество с ограниченной ответственностью Товарищество с ограниченной ответственностью ИНКОМ-ФИНТРАСТ,,5902119571,1145958047674
